group_id,gene_id,protein_name,go_bp,go_cc,go_mf,n_exons,mean_expr_gene,sd_expr_gene,cv_expr_gene
OG_00001,gene-Pocillopora_meandrina_HIv1___RNAseq.g28886.t1,Glutamyl aminopeptidase (EAP) (EC 3.4.11.7) (Aminopeptidase A) (AP-A) (CD antigen CD249),cell migration [GO:0016477]; cell population proliferation [GO:0008283]; peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]; regulation of blood pressure [GO:0008217]; regulation of systemic arterial blood pressure by renin-angiotensin [GO:0003081],cytoplasm [GO:0005737]; extracellular space [GO:0005615]; plasma membrane [GO:0005886],aminopeptidase activity [GO:0004177]; glutamyl aminopeptidase activity [GO:0004230]; metalloaminopeptidase activity [GO:0070006]; peptide binding [GO:0042277]; zinc ion binding [GO:0008270],21,51.761904761904766,48.16348388224243,0.9304812893533496
OG_00002,gene-Pocillopora_meandrina_HIv1___RNAseq.g28888.t3,NA,NA,NA,NA,6,145.48717948717947,64.91565153794315,0.4461949964715867
OG_00003,gene-Pocillopora_meandrina_HIv1___RNAseq.g28889.t1,NA,NA,NA,NA,2,93.56410256410257,27.776604840456177,0.2968724551323077
OG_00004,gene-Pocillopora_meandrina_HIv1___RNAseq.g28890.t1,NA,NA,NA,NA,3,216.64957264957266,6.769538325051532,0.031246488244872542
OG_00005,gene-Pocillopora_meandrina_HIv1___RNAseq.g28893.t1,NA,NA,NA,NA,6,44.401709401709404,13.911778639778607,0.31331628505372416
OG_00006,gene-Pocillopora_meandrina_HIv1___RNAseq.g28894.t1,NA,NA,NA,NA,4,68.7948717948718,25.304475068064637,0.3678250196252407
OG_00007,gene-Pocillopora_meandrina_HIv1___RNAseq.g28898.t1,NA,NA,NA,NA,20,72.84358974358975,47.132652118678166,0.647039118810394
OG_00008,gene-Pocillopora_meandrina_HIv1___RNAseq.g28899.t1,NA,NA,NA,NA,12,53.809829059829056,24.795565923259442,0.46079993853335266
OG_00009,gene-Pocillopora_meandrina_HIv1___RNAseq.g28901.t1,NA,NA,NA,NA,12,142.31196581196582,79.75775650724482,0.5604430804689134
OG_00010,gene-Pocillopora_meandrina_HIv1___RNAseq.g28902.t1,NA,NA,NA,NA,4,27.346153846153847,6.536349583499343,0.2390226289324654
