group_id,gene_id,protein_name,go_bp,go_cc,go_mf,n_exons,mean_expr_gene,sd_expr_gene,cv_expr_gene,mean_gbm,species
OG_00001,gene-Pocillopora_meandrina_HIv1___RNAseq.g28886.t1,Glutamyl aminopeptidase (EAP) (EC 3.4.11.7) (Aminopeptidase A) (AP-A) (CD antigen CD249),cell migration [GO:0016477]; cell population proliferation [GO:0008283]; peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]; regulation of blood pressure [GO:0008217]; regulation of systemic arterial blood pressure by renin-angiotensin [GO:0003081],cytoplasm [GO:0005737]; extracellular space [GO:0005615]; plasma membrane [GO:0005886],aminopeptidase activity [GO:0004177]; glutamyl aminopeptidase activity [GO:0004230]; metalloaminopeptidase activity [GO:0070006]; peptide binding [GO:0042277]; zinc ion binding [GO:0008270],21,51.761904761904766,48.16348388224243,0.9304812893533496,1.86893540534375,Pocillopora tuahiniensis
OG_00002,gene-Pocillopora_meandrina_HIv1___RNAseq.g28888.t3,NA,NA,NA,NA,6,145.48717948717947,64.91565153794315,0.4461949964715867,56.270016208125,Pocillopora tuahiniensis
OG_00005,gene-Pocillopora_meandrina_HIv1___RNAseq.g28893.t1,NA,NA,NA,NA,6,44.40170940170941,13.911778639778609,0.31331628505372416,23.6867704215625,Pocillopora tuahiniensis
OG_00007,gene-Pocillopora_meandrina_HIv1___RNAseq.g28898.t1,NA,NA,NA,NA,20,72.84358974358975,47.132652118678166,0.647039118810394,11.08202565515625,Pocillopora tuahiniensis
OG_00008,gene-Pocillopora_meandrina_HIv1___RNAseq.g28899.t1,NA,NA,NA,NA,12,53.809829059829056,24.79556592325944,0.46079993853335266,18.9046130078125,Pocillopora tuahiniensis
OG_00009,gene-Pocillopora_meandrina_HIv1___RNAseq.g28901.t1,NA,NA,NA,NA,12,142.31196581196582,79.75775650724482,0.5604430804689134,23.248060490625,Pocillopora tuahiniensis
OG_00011,gene-Pocillopora_meandrina_HIv1___RNAseq.g28904.t1,Cytoplasmic polyadenylation element-binding protein 1 (CPE-BP1) (CPE-binding protein 1) (CPEB-1),cellular response to amino acid stimulus [GO:0071230]; cellular response to hypoxia [GO:0071456]; cellular response to insulin stimulus [GO:0032869]; mRNA processing [GO:0006397]; negative regulation of cytoplasmic translation [GO:2000766]; regulation of mRNA 3'-end processing [GO:0031440],cytoplasm [GO:0005737]; dendrite [GO:0030425]; membrane [GO:0016020]; nucleus [GO:0005634]; P-body [GO:0000932]; postsynaptic density [GO:0014069]; ribonucleoprotein complex [GO:1990904],"metal ion binding [GO:0046872]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; mRNA regulatory element binding translation repressor activity [GO:0000900]; ribosome binding [GO:0043022]; translation factor activity, RNA binding [GO:0008135]",12,5.846153846153847,3.4198036609829616,0.584966415694454,15.5779945453125,Pocillopora tuahiniensis
OG_00012,gene-Pocillopora_meandrina_HIv1___RNAseq.g28907.t1,NA,NA,NA,NA,14,90.81868131868131,78.96468822182054,0.8694762693672539,37.4607781246875,Pocillopora tuahiniensis
OG_00013,gene-Pocillopora_meandrina_HIv1___RNAseq.g28908.t1,NA,NA,NA,NA,6,340.27777777777777,79.5240665719906,0.23370337931360505,18.973283261875,Pocillopora tuahiniensis
OG_00015,gene-Pocillopora_meandrina_HIv1___RNAseq.g28911.t2,TELO2-interacting protein 2,positive regulation of DNA damage checkpoint [GO:2000003]; protein stabilization [GO:0050821],nucleus [GO:0005634]; TTT Hsp90 cochaperone complex [GO:0110078],NA,16,10.036858974358974,5.174678047899046,0.51556747595226,8.5597267170625,Pocillopora tuahiniensis
