exon_id,cpg_id,importance_rf,importance_enet,correlation,source,species
gene-Peve_00031822_165755,CpG_Porites_evermani_scaffold_459_71923,0.23572790958871193,19.859466339968435,0.09191414509943445,RF,Peve
gene-Peve_00031822_165755,CpG_Porites_evermani_scaffold_459_71646,0.16074918065954008,,0.1995705766291913,RF,Peve
gene-Peve_00031822_165755,CpG_Porites_evermani_scaffold_459_71816,0.138847313028196,,0.1531439799884459,RF,Peve
gene-Peve_00031822_165755,CpG_Porites_evermani_scaffold_459_71761,0.11637375118522984,25.937789862405396,0.2537273516999256,RF,Peve
gene-Peve_00031822_165755,CpG_Porites_evermani_scaffold_459_71882,0.10800261387591027,13.507963176595801,0.10499339959450991,RF,Peve
gene-Peve_00031822_165755,CpG_Porites_evermani_scaffold_459_71736,0.09186425823843514,0.45302858272418595,0.06486402978513818,RF,Peve
gene-Peve_00031822_165755,CpG_Porites_evermani_scaffold_459_71913,0.056686450199527574,,0.05251758838411943,RF,Peve
gene-Peve_00031822_165755,CpG_Porites_evermani_scaffold_459_71943,0.05490017881905706,,0.054835587631075385,RF,Peve
gene-Peve_00031822_165755,CpG_Porites_evermani_scaffold_459_71796,0.036848344405392204,,0.11466825495748545,RF,Peve
gene-Peve_00016101_85227,CpG_Porites_evermani_scaffold_2255_24241,0.4231297958293397,,0.18655241528588143,RF,Peve
gene-Peve_00016101_85227,CpG_Porites_evermani_scaffold_2255_24349,0.26277281814339803,,0.11444367884118639,RF,Peve
gene-Peve_00016101_85227,CpG_Porites_evermani_scaffold_2255_24170,0.13866821021157755,,0.012249893010606172,RF,Peve
gene-Peve_00016101_85227,CpG_Porites_evermani_scaffold_2255_24185,0.08020514160659743,,0.019278520147839224,RF,Peve
gene-Peve_00016101_85227,CpG_Porites_evermani_scaffold_2255_24219,0.06083802942291193,,0.024044284364150584,RF,Peve
gene-Peve_00016101_85227,CpG_Porites_evermani_scaffold_2255_24221,0.03438600478617545,,0.024044284364150584,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25650,0.341631423850783,,0.5665233435996676,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25631,0.1857193763367955,,0.4199536664201092,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25181,0.12854323242847807,,0.16082239746157537,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_24935,0.06092713744075648,,0.22454617539346988,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25157,0.05219228928743623,,0.14405172303247765,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25343,0.05191550010049528,,0.3983009357126151,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25061,0.025116236407735724,,0.25376885191785237,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25145,0.021561684822324744,,0.027051768443253004,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25338,0.02008858016057137,,0.3983009357126151,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25478,0.015323445077094273,,0.27272833741721314,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25241,0.014296316478880224,,0.25560752813868354,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_24995,0.014146688316516458,,0.31246721554935025,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25097,0.01097127892759383,,0.24846531006615286,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25499,0.010914863097256,,0.25311222293214564,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25265,0.007854417565165113,,0.02320934464697872,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25325,0.006506306818156152,,0.16803270878891924,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25481,0.006281930843026239,,0.0826982360935322,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25445,0.005825291890829355,,0.21536973841238854,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25055,0.004575328252375001,,0.24676935893655014,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25400,0.004176257366525159,,0.2917927788116716,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25433,0.0038829778733002955,,0.25447753953576024,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25088,0.0026267845026083673,,0.00848139533192338,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25349,0.0013583836427556997,,0.3392547693839553,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25412,0.001262706697023397,,0.1987722480529223,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25487,0.0011043756939727886,,0.10810099404142966,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25388,0.000985671215940982,,0.2566455023707603,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25394,0.00021151490560431015,,0.09242239179030473,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25379,0.0,,0.2566455023707603,RF,Peve
gene-Peve_00041741_217269,CpG_Porites_evermani_scaffold_8_25391,0.0,,0.2095365792977394,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345788,0.22608516540241283,51.1150100496344,0.4389164270668207,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345338,0.16484608002182,18.661598692884482,0.40502968056999217,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345410,0.09560395167834447,60.03487900376117,0.36026178735775344,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_344882,0.07788315415406351,10.718062457300679,0.07171681904638312,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_344845,0.06834085236995331,29.939082927105698,0.2943377781695308,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_344820,0.05545584441329106,1.6708095965945036,0.005388603929558043,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_344916,0.04350664365328322,16.984016956384963,0.08532918572605505,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_344982,0.03909865708489635,23.722869879734237,0.22987965387625306,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_344956,0.032262174850470254,14.353790396222118,0.25106585067330506,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_344934,0.027765939928581132,6.492520165828273,0.019014796414497593,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345776,0.02713135908276908,3.0223743401602956,0.2824220601584683,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345368,0.026779095099992944,7.824540289483212,0.0946494250625526,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345418,0.026145463060411295,13.027807914934577,0.37417705450433153,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345753,0.02495417761330086,16.708540312159062,0.2981865760617837,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345115,0.014419224683607162,12.651310831091825,0.07041360734010449,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345011,0.012756060590306952,7.282968212126448,0.10824345797207521,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345751,0.012356552362069485,16.70847794792886,0.2981865760617837,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345048,0.010014534040231044,1.4448024466289502,0.10766666890041501,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345403,0.006040666240962845,12.186557755379656,0.2852047480628334,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345586,0.003996473354903541,17.37556575609228,0.14996212928812955,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345164,0.0025973963905890356,1.4446970752127999,0.022648252037853443,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345707,0.0019605339237396347,65.09246100737585,0.1259266166225867,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345366,0.0,17.803382347646266,0.06972759063048081,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345592,0.0,3.5475771930729114,0.15523938896982328,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345352,0.0,4.8904914204387415,0.13975287577872622,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345625,0.0,7.224675044812165,0.19013649870855562,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345363,0.0,4.013565682314657,0.19385076317694286,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345653,0.0,8.907862449516914,0.23375725225691277,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345650,0.0,8.895731836388542,0.23375725225691277,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345547,0.0,25.866246638259575,0.23416033194187152,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345275,0.0,17.94997855319249,0.24344049329197473,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345536,0.0,21.05917164578892,0.24629011255918348,RF,Peve
gene-Peve_00005514_29621,CpG_Porites_evermani_scaffold_135_345311,0.0,3.5603378773634184,0.2809923983302458,RF,Peve
