exon_id,cpg_id,importance_rf,importance_enet,correlation,source,species
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7705705,0.29605061215053274,,0.19901908640871346,RF,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7706786,0.1105934849718608,,0.40775441875531404,RF,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7707038,0.08228080467370683,,0.23139097480441642,RF,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7705769,0.07470085307013326,,0.13241026438551323,RF,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7706900,0.07264567051710827,,0.05270237383808622,RF,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7705337,0.03888391405198603,,0.21392980853319427,RF,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7706209,0.033314161586639995,,0.04850229203177389,RF,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7705827,0.0322834489228066,,0.34861445529676127,RF,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7705937,0.02240050746241148,,0.3767867861404596,RF,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7706963,0.022224182547696626,,0.01571814085200959,RF,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7706452,0.021395161667799298,,0.3065704394688357,RF,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7705831,0.019749820640217484,,0.10400719075511417,RF,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7706812,0.019376455265926452,,0.19041429991963996,RF,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14841.t1_71860,CpG_Pocillopora_meandrina_HIv1___Sc0000006_7705219,0.018528611268105444,,0.11209120958651676,RF,Ptua
