exon_id,cpg_id,importance_rf,importance_enet,correlation,source,species
FUN_025363_114910,CpG_ptg000019l_1921978,0.6509681457780134,93.70503514660169,0.4804703398392682,RF,Apul
FUN_025363_114910,CpG_ptg000019l_1921774,0.19482662516994437,,0.09870628753724493,RF,Apul
FUN_025363_114910,CpG_ptg000019l_1921805,0.15420522905204234,,0.09507090732118648,RF,Apul
FUN_007988_37992,CpG_ptg000002l_6860085,0.36919688706807435,5.250424742066876,0.18491497135892226,RF,Apul
FUN_007988_37992,CpG_ptg000002l_6859985,0.24497547705352232,5.096073093877563,0.2230304324576578,RF,Apul
FUN_007988_37992,CpG_ptg000002l_6860103,0.22184508414869739,10.738124543527386,0.19549594998456984,RF,Apul
FUN_007988_37992,CpG_ptg000002l_6860115,0.10097163786107476,1.8006047079096938,0.05430730095685471,RF,Apul
FUN_007988_37992,CpG_ptg000002l_6860082,0.06301091386863121,0.11506757167386876,0.01712264558081524,RF,Apul
FUN_043418_205563,CpG_ptg000047l_8272727,0.6595712600353909,5.262068804906522,0.2985966153364156,RF,Apul
FUN_043418_205563,CpG_ptg000047l_8272690,0.2596810294901719,0.8472178367104221,0.26512789002157144,RF,Apul
FUN_043418_205563,CpG_ptg000047l_8272833,0.03861902607898303,4.343556136785123,0.049203589977223475,RF,Apul
FUN_043418_205563,CpG_ptg000047l_8272753,0.029829041251709758,5.012065352163002,0.1771318416613639,RF,Apul
FUN_043418_205563,CpG_ptg000047l_8272787,0.012299643143744418,4.834415697862904,0.15291424815326726,RF,Apul
FUN_043241_204026,CpG_ptg000047l_5835821,0.24315912465486933,74.17175063699035,0.2791652175777591,RF,Apul
FUN_043241_204026,CpG_ptg000047l_5835905,0.18962955887177324,24.030993487557048,0.09684660747336842,RF,Apul
FUN_043241_204026,CpG_ptg000047l_5835901,0.12218011876925028,27.105153864357682,0.1767762746830359,RF,Apul
FUN_043241_204026,CpG_ptg000047l_5836043,0.12080170426690491,10.852787244519137,0.06405507277324624,RF,Apul
FUN_043241_204026,CpG_ptg000047l_5836070,0.1052186622558627,50.33234952312967,0.08262902279493552,RF,Apul
FUN_043241_204026,CpG_ptg000047l_5835992,0.10128283793106563,12.77371219187347,0.15341437321464582,RF,Apul
FUN_043241_204026,CpG_ptg000047l_5836027,0.08421765793517226,31.94154314367541,0.012722161537466583,RF,Apul
FUN_043241_204026,CpG_ptg000047l_5836029,0.03351033531510176,2.9352517075908615,0.12236001804734016,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10764505,0.3301837800833483,57.740120458169976,0.42767969826194635,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10764167,0.1529891166262648,21.31160313845813,0.3275480353578374,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10764940,0.0604270210958147,,0.25560808365196747,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10764567,0.05522386707148353,,0.008464446609157258,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10764891,0.045658649030801725,0.2993436855022482,0.21958185202995215,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10764594,0.0342721125383393,,0.07278469084836821,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10764957,0.03335308622476155,,0.04968510034607619,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10764872,0.032749333041348576,23.48760107466616,0.28590439077833385,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10764576,0.02744153638153623,7.3817472993095326,0.1327357704973618,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10764261,0.02242421410268466,12.193774780155334,0.05547895895049949,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10765025,0.021672394145004725,3.8039289269997503,0.015311666714658929,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10764753,0.0216180864097412,,0.1025094354457269,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10764894,0.01875109681976076,,0.07506595996552384,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10765302,0.01833222567174419,,0.13594591860257652,RF,Apul
FUN_023701_106827,CpG_ptg000017l_10765312,0.017903955455662736,,0.19481384544231825,RF,Apul
